Macro Name,Name,Description,Size,Type,Class,Purpose,Hull,Mass,Price Min,Price Avg,Price Max,Cargo,Missiles,Drones,Units,Crew,Race,Engine Slots,Shield Slots,Weapon Slots,Turret Slots,Unknown Slots,Total Slots,Forward Drag,Pitch Inertia,Yaw Inertia,Roll Inertia
ship_par_l_trans_container_02_b_macro,Selene Sentinel,"The Paranid Selene is a modest heavy freighter lacking notable characteristics. If traders wish to move things, it does so without fanfare.\n\nThe Sentinel model raises the logistical performance of the Selene to levels that are generally considered to be adequate.",l,freighter,ship_l,trade,40000,310.905,2049189,2410810,2772432,22800,30,0,10,59,paranid,2,11,0,8,6,27,95.795,150.0,150.0,76.433
ship_par_l_trans_container_02_a_macro,Selene Vanguard,"The Paranid Selene is a modest heavy freighter lacking notable characteristics. If traders wish to move things, it does so without fanfare.\n\nThe Vanguard model was developed in an attempt to inspire some excitement around the Selene. Most commentators agree that this failed.",l,freighter,ship_l,trade,33000,259.087,1696396,1995760,2295124,19000,30,0,10,71,paranid,4,21,0,14,6,45,86.079,150.0,150.0,70.301
ship_spl_l_trans_container_01_a_macro,Buffalo,"The Split Buffalo is admittedly unattractive. But with a useful turn of speed, and a large turret emplacement, this ugly freighter can survive more hazards than most.",l,freighter,ship_l,trade,37000,270.0,2497746,2938525,3379304,0,30,0,10,59,split,4,8,0,5,7,24,79.072,160.0,160.0,130.0
ship_spl_l_destroyer_01_a_macro,Rattlesnake,"For sheer firepower, the Split Rattlesnake is eye-watering. This is the ideal ship choice for pilots whose preferred battle technique is shock-and-awe.",l,destroyer,ship_l,fight,211000,248.855,10617172,12490790,14364409,0,160,0,10,92,split,3,16,4,18,6,47,72.939,240.0,240.0,165.394
ship_spl_l_miner_liquid_01_a_macro,Wyvern (Gas),"The Split Wyvern is a large resource-harvesting vessel, with the firepower necessary for more challenging environments. This model is fitted for gas mining.",l,largeminer,ship_l,mine,21000,159.275,1368742,1610285,1851828,0,30,0,10,29,split,3,8,0,8,6,25,40.867,130.0,130.0,110.0
ship_spl_l_miner_solid_01_a_macro,Wyvern (Mineral),"The Split Wyvern is a large resource-harvesting vessel, with the firepower necessary for more challenging environments. This model is fitted for asteroid mining.",l,largeminer,ship_l,mine,21000,159.275,1368742,1610285,1851828,0,30,0,10,29,split,3,8,0,10,6,27,40.867,112.02,112.02,89.616
ship_tel_l_miner_liquid_01_a_macro,Crane (Gas),"The Teladi Crane is a large miner with truly impressive load carrying capacity. Fulfilling a major part of Teladi primary resource acquisition, the Crane is available in models optimised for either mineral or gas collection.",l,largeminer,ship_l,mine,30000,235.019,1277814,1503310,1728807,44000,30,0,10,52,teladi,3,8,0,9,6,26,83.741,150.0,150.0,131.818
ship_tel_l_miner_liquid_01_b_macro,Crane (Gas),"The Teladi Crane is a large miner with truly impressive load carrying capacity. Fulfilling a major part of Teladi primary resource acquisition, the Crane is available in models optimised for either mineral or gas collection.",l,largeminer,ship_l,mine,36000,282.023,1533732,1804390,2075049,52800,30,0,10,43,teladi,3,14,2,11,6,36,92.789,150.0,150.0,146.531
ship_tel_l_miner_solid_01_a_macro,Crane (Mineral),"The Teladi Crane is a large miner with truly impressive load carrying capacity. Fulfilling a major part of Teladi primary resource acquisition, the Crane is available in models optimised for either mineral or gas collection.\n\nThe Vanguard variant enhances the Crane's speed, which may benefit entrepreneurs who are mining resources far from where they are required.",l,largeminer,ship_l,mine,30000,235.019,1277814,1503310,1728807,48000,30,0,10,52,teladi,3,14,2,11,6,36,83.741,150.0,150.0,131.818
ship_tel_l_miner_solid_01_b_macro,Crane (Mineral),"The Teladi Crane is a large miner with truly impressive load carrying capacity. Fulfilling a major part of Teladi primary resource acquisition, the Crane is available in models optimised for either mineral or gas collection.\n\nThe Sentinel variant enhances the Crane's cargo hold even further, though pilots should be aware that this may make them an attractive proposition for pirates.",l,largeminer,ship_l,mine,36000,282.023,1533732,1804390,2075049,57600,30,0,10,43,teladi,3,13,2,11,6,35,92.789,150.0,150.0,146.531
ship_tel_l_miner_liquid_02_a_macro,Crane E (Gas),"The Teladi Crane is a large miner with truly impressive load carrying capacity. Fulfilling a major part of Teladi primary resource acquisition, the Crane is available in models optimised for either mineral or gas collection.\n\nThe E-model variation was introduced at a later date, and updated the superficial design to bring it up to par with Commonwealth standards that were established during the period of disconnection. The precursor version is slowly being phased out, but will remain available for interested third parties.(The E-model...)",l,largeminer,ship_l,mine,34800,266.716,1537750,1922187,2306625,0,30,0,10,49,teladi,3,12,0,6,6,27,89.843,150.0,150.0,118.747
ship_tel_l_miner_solid_02_a_macro,Crane E (Mineral),"The Teladi Crane is a large miner with truly impressive load carrying capacity. Fulfilling a major part of Teladi primary resource acquisition, the Crane is available in models optimised for either mineral or gas collection.\n\nThe E-model variation was introduced at a later date, and updated the superficial design to bring it up to par with Commonwealth standards that were established during the period of disconnection. The precursor version is slowly being phased out, but will remain available for interested third parties.(The E-model...)",l,largeminer,ship_l,mine,35000,267.133,1537750,1922187,2306625,0,30,0,10,49,teladi,3,12,0,6,6,27,89.923,150.0,150.0,119.015
ship_tel_l_trans_container_03_a_macro,Heron E,"The Teladi Company's Heron is a large freighter. It is noted for its somewhat relaxed pace, which is in keeping with mainstream Teladi design values.\n\nThe E-model variation was introduced at a later date, and updated the superficial design to bring it up to par with Commonwealth standards that were established during the period of disconnection. The precursor version is slowly being phased out, but will remain available for interested third parties.(The E-model...)",l,freighter,ship_l,trade,64000,490.528,2840826,3551033,4261239,0,30,0,10,121,teladi,3,15,0,6,6,30,189.895,208.073,208.073,166.458
ship_tel_l_trans_container_02_b_macro,Heron Sentinel,"The Teladi Company's Heron is a large freighter. It is noted for its somewhat relaxed pace, which is in keeping with mainstream Teladi design values.\n\nThe Sentinel model is popular in military academies for use in remedial target practice.",l,freighter,ship_l,trade,57000,441.0,2472416,2908725,3345034,46000,30,0,10,84,teladi,3,12,0,9,6,30,176.275,162.816,162.816,130.253
ship_tel_l_trans_container_02_a_macro,Heron Vanguard,"The Teladi Company's Heron is a large freighter. It is noted for its somewhat relaxed pace, which is in keeping with mainstream Teladi design values.\n\nThe Vanguard model marginally improves the Heron's speed, but the vessel remains unsuited to express delivery.",l,freighter,ship_l,trade,48000,367.5,2071119,2436610,2802102,36800,30,0,10,101,teladi,3,12,0,9,6,30,156.062,147.394,147.394,117.916
ship_tel_l_trans_container_01_b_macro,Pelican Sentinel,"The Teladi Pelican is notable for its mediocrity as a freighter. It has taken to the level of an art form the capacity to be neither outstandingly good nor bad on any single metric. The single greatest mystery is why Teladi traders themselves use this ship, when there are many other more profitable options available.\n\nRecognising the commercial weakness of the Pelican, the Sentinel model boasts increased cargo space, improving the ship's overall trade run profitability.",l,freighter,ship_l,trade,63000,482.471,2719180,3199035,3678890,51000,30,0,10,83,teladi,3,15,0,9,6,33,187.68,168.882,168.882,135.105
ship_tel_l_trans_container_01_a_macro,Pelican Vanguard,"The Teladi Pelican is notable for its mediocrity as a freighter. It has taken to the level of an art form the capacity to be neither outstandingly good nor bad on any single metric. The single greatest mystery is why Teladi traders themselves use this ship, when there are many other more profitable options available.\n\nThe Vanguard model's increased speed manages to make the vessel even less profitable due to a reduction in cargo space.",l,freighter,ship_l,trade,52000,402.059,2254893,2652815,3050737,40800,30,0,10,100,teladi,3,11,0,6,6,26,165.566,152.269,152.269,121.816
ship_tel_l_destroyer_02_a_macro,Phoenix E,"When the Teladi Company commissioned a redesign of the Phoenix destroyer, their goal wasn't to create an all-conquering superweapon. Instead, their focus was to build a robust capital ship able to withstand the rigours of battle long enough for reinforcements to arrive.\n\nIn this regard, commanders concede that, as a defensive platform, the designers succeeded. The Phoenix is built on a steadfast chassis. The designers are said to be particularly proud of an intelligently dispersed engine placement, where the previous model's cluster resembled an enticing invitation for torpedo targeting.\n\nThe E-model variation was introduced at a later date, and updated the superficial design to bring it up to par with Commonwealth standards that were established during the period of disconnection. The precursor version is slowly being phased out, but will remain available for interested third parties.(The E-model...)",l,destroyer,ship_l,fight,112000,320.0,5627892,7034866,8441839,0,160,0,10,44,teladi,3,11,0,6,6,26,62.0,240.0,240.0,180.0
